lastName,count
WACHOŃSKI,102
WALENTOWSKI,102
WALERZAK,102
WALINOWICZ,102
WALIŚ,102
WĄTEK,102
WĄTORSKI,102
WĄTRÓBSKI,102
WEŚNIUK,102
WICZUK,102
WIRTH,102
ZABIEGŁY,102
ZABIJAK,102
ZAKRĘTA,102
ZGONDEK,102
ZIEŃCZUK,102
ZWOLENKIEWICZ,102
ŻELAŹNICKI,102
ŻYŁKOWSKI,102
ADHIKARI,101
AMBRYSZEWSKI,101
ANDZEL,101
ANTONIÓW,101
ANYSZ,101
BABIICHUK,101
BADO,101
BAJKIEWICZ,101
BAŁTOWSKI,101
BAŁUKA,101
BARTCZUK,101
BARTEK,101
BAUCH,101
BEŁCIK,101
BINCZYK,101
BISIŃSKI,101
BOBRUCKI,101
BORCHERT,101
BORDA,101
BORGUL,101
BORN,101
BRAUNER,101
BROMBEREK,101
BRONECKI,101
BUCHLA,101
BUŁGAJEWSKI,101
BUTURLA,101
CHLAŚCIAK,101
CHŁOND,101
CHOJAN,101
CICHOWLAZ,101
CIOŁKIEWICZ,101
CYMBALAK,101
CZELEJ,101
CZEREPANIAK,101
CZORA,101
DAMRATH,101
DANCH,101
DELONG,101
DERES,101
DŁUGOBORSKI,101
DŁUTEK,101
DOAN,101
DOBAJ,101
DOŁBA,101
DOROŻ,101
DYCHUS,101
DZIATKOWSKI,101
DZIĘBOR,101
EMILIANOWICZ,101
FAJT,101
FALKOWICZ,101
FELISZEK,101
FLĄDRO,101
FUDRO,101
GACHEWICZ,101
GAJUR,101
GAMŻA,101
GARCIA,101
GASZEK,101
GAWRYLCZYK,101
GŁOSEK,101
GOETZ,101
GOLARZ,101
GRASZEK,101
GRZEGORCZYN,101
GUŚPIEL,101
HADYŃSKI,101
HEKSEL,101
HERBEĆ,101
HERCUŃ,101
HOŁDERNY,101
HOŁUBIEC,101
INCZEWSKI,101
ITRYCH,101
IVANTSIV,101
IZYDOR,101
JANSON,101
JĘDROWIAK,101
JOKS,101
JURDECZKA,101
KARWALSKI,101
KATKOWSKI,101
KENDZIERSKI,101
KIERUZAL,101
KIWACKI,101
KLESZOWSKI,101
KOJDA,101
KOLERA,101
KONONOV,101
KORDYLA,101
KORIAT,101
KORNASIEWICZ,101
KORNATKA,101
KÖHLER,101
KRUSZAK,101
KRZYPKOWSKI,101
KUBASIŃSKI,101
KUCKI,101
KUKIELSKI,101
KULAWIECKI,101
KUMA,101
KUMIEGA,101
KUMIŃSKI,101
KUMOCH,101
KUPTZ,101
KURANDA,101
KUSCH,101
KUZIN,101
LAMBRYCZAK,101
LENTNER,101
LEWOSIŃSKI,101
LEZNER,101
ŁABUĆ,101
ŁĄCZNIAK,101
ŁĘŻNY,101
ŁOŚKO,101
ŁYSONIEWSKI,101
ŁYSZYK,101
MACZUGOWSKI,101
MAJKUSIAK,101
MALUS,101
MALYK,101
MARDAUS,101
MASŁOCHA,101
MATSKO,101
MELESHKO,101
MELEWSKI,101
MIĘŻAŁ,101
MIKE,101
MIŁOCH,101
MLONKA,101
NAWOTCZYŃSKI,101
NESTERCHUK,101
NIEDOBECKI,101
NOWORÓL,101
OBEL,101
OBODZIŃSKI,101
OKONKOWSKI,101
ORLUK,101
PACHLIŃSKI,101
PAŁASIŃSKI,101
PAPIERNIAK,101
PATUCHA,101
PATYCKI,101
PIECHOCZEK,101
PISKUNOWICZ,101
PITRA,101
PIWKA,101
PLUTKA,101
PŁODZIK,101
POCZTAREK,101
PRZENICZNY,101
PRZERYWACZ,101
PSUT,101
PUDLISZEWSKI,101
RACHELSKI,101
RANIOWSKI,101
REIS,101
ROZWANDOWICZ,101
RUDNYTSKYI,101
RUM,101
RYĆ,101
RZĄDCA,101
SABOK,101
SEGDA,101
SEMKIV,101
SKOTOWSKI,101
SKURZOK,101
SMACZNY,101
SMĘT,101
SMUL,101
SPROCH,101
STĄCZEK,101
STRILETS,101
SURTEL,101
SWORA,101
SZCZESIUL,101
SZCZUKIECKI,101
SZEWKO,101
SZOŁDROWSKI,101
SZÓSTAKOWSKI,101
SZURYGA,101
SZYLKO,101
SZYLUK,101
SZYPCZYŃSKI,101
ŚRAMSKI,101
ŚWIEC,101
ŚWISTUN,101
TRESKA,101
TUŁAZA,101
TYMCHYSHYN,101
TYSIAK,101
USTOWSKI,101
WALEC,101
WANDEL,101
WANIOWSKI,101
WASIOŁEK,101
WASZKIEL,101
WĘDROWSKI,101
WIDZYK,101
WIERUS,101
WILNER,101
WISIECKI,101
WOJDYŃSKI,101
WYBRAŃCZYK,101
WYRAZIK,101
WYREMBAK,101
YUSHCHUK,101
ZABLOTSKYI,101
ZACHARJASZ,101
ZAMIATOWSKI,101
ZAWISKI,101
ZBYSZEWSKI,101
ZIELENIECKI,101
ZUIEV,101
ZULEWSKI,101
ŹRÓDŁOWSKI,101
ŻENDARSKI,101
ŻMIJAN,101
ABRAMCHUK,100
ALEKSIEJEW,100
ANYSZKA,100
ANZORGE,100
APANASEWICZ,100
ASZKLAR,100
BAJGROWICZ,100
BARANIEC,100
BARŁOGA,100
BARTMAŃSKI,100
BAZIOR,100
BĄBIAK,100
BĄCZAK,100
BEIER,100
BENDA,100
BENDUCH,100
BENECKI,100
BERGANDY,100
BERNAL,100
BHANDARI,100
BORODZICZ,100
BOŻYCZKO,100
BRANDEBURA,100
BRILLOWSKI,100
BRZĘCZKOWSKI,100
BUTKO,100
BZDAWKA,100
CELAK,100
CHLEBOŚ,100
CHOCHEL,100
CHUIKO,100
CIULKIN,100
CWENAR,100
CZĘCZEK,100
CZYCZ,100
ĆWIR,100
DAŹ,100
DECKER,100
DERCZ,100
DERDAK,100
DOMONIK,100
DOROCHOWICZ,100
DRECZKA,100
DUDAS,100
DYGUDAJ,100
DYGULSKI,100
DZIERZGWA,100
FAŁDOWSKI,100
FATALSKI,100
FIEĆKO,100
FLASZKA,100
FRASZKA,100
FRELICHOWSKI,100
GAŁAŚ,100
GAMZA,100
GAWINKOWSKI,100
GĘBA,100
GIELETA,100
GIERASIMCZUK,100
GŁOGIEWICZ,100
GORDZIEJEWSKI,100
GRABUSIŃSKI,100
GROMIEC,100
GRYCZKO,100
GRZEJDAK,100
GUMULSKI,100
HABZA,100
HAJDYŁA,100
HARAŚ,100
HIMMEL,100
HOJCZYK,100
HRYĆ,100
HUDZIŃSKI,100
HYZIAK,100
IMIELIŃSKI,100
JACHNICKI,100
JAJCZYK,100
JAROMA,100
JATCZYSZYN,100
JERMACZ,100
JĘDZURA,100
KAŁMUCKI,100
KAŁUŻKA,100
KARPINSKYI,100
KASEJA,100
KĄDZIELSKI,100
KINDLER,100
KISIELOWSKI,100
KISILEWICZ,100
KLEINOWSKI,100
KLIMCHUK,100
KŁUJSZO,100
KOCHOWICZ,100
KORDAL,100
KORTH,100
KORZAŃSKI,100
KORŻYŃSKI,100
KOSTERSKI,100
KOTRYCH,100
KRĘCKI,100
KROMOŁOWSKI,100
KROSNOWSKI,100
KRUGIOŁKA,100
KRZĘTOWSKI,100
KUKHTA,100
LENTAS,100
LESZCZEWICZ,100
LISTEK,100
LITVINCHUK,100
LOZOVYI,100
LUTSIUK,100
ŁADYGA,100
ŁOSOWSKI,100
ŁOTOWSKI,100
ŁYSZCZARCZYK,100
MACHAŁ,100
MAKOWIAK,100
MALANKOWSKI,100
MALISZKIEWICZ,100
MALMUR,100
MALUDZIŃSKI,100
MANDERLA,100
MANTEUFEL,100
MASAJADA,100
MIGUŁA,100
MOKROGULSKI,100
MORDZIŃSKI,100
MOTŁAWSKI,100
MUSZTYFAGA,100
MYNAREK,100
NAJDROWSKI,100
NĘCKI,100
NIEWIEM,100
NUSZCZYŃSKI,100
OBUCH,100
OCHALSKI,100
ODÓJ,100
OMELANIUK,100
OSTRYCHARCZYK,100
OSUMEK,100
PACHO,100
PACHOWSKI,100
PAŁETKO,100
PAŁKIEWICZ,100
PAPROT,100
PASZT,100
PAUTER,100
PIETRUSIK,100
PIKRON,100
PLEKANIEC,100
POŁAJDOWICZ,100
POMPKA,100
POSKART,100
POSŁOWSKI,100
POWOLNY,100
PROCHOWICZ,100
PRONDZINSKI,100
PRZYGÓDZKI,100
PRZYGUCKI,100
PUSHKAR,100
PUTA,100
RABAJCZYK,100
RABINIAK,100
RADIONOV,100
RADOCH,100
RAPCIAK,100
REMIN,100
ROGOCZ,100
ROJDA,100
ROŻAK,100
RUDNER,100
RUNIEWICZ,100
RUSECKI,100
SALWIŃSKI,100
SASKOWSKI,100
SCHUTZ,100
SEMEN,100
SERWACZAK,100
SHVORAK,100
SIEDLIKOWSKI,100
SIEGEL,100
SIKORRA,100
SKŁUCKI,100
SLIUSARENKO,100
SMOLCZEWSKI,100
SNOPKO,100
SOLORZ,100
SOSNOVSKYI,100
STASIACZEK,100
STASIEŁUK,100
SUŚNIAK,100
SUTYŁA,100
SYCHOV,100
SZAJSTEK,100
SZLAUER,100
SZMATUŁA,100
ŚMIELEWSKI,100
ŚWISŁOWSKI,100
THEUS,100
TRZCIELIŃSKI,100
TUJAKA,100
TURCAN,100
TYRANOWSKI,100
USIK,100
VASILYEU,100
WALC,100
WALERCZAK,100
WAŁKIEWICZ,100
WANIC,100
WCIŚLAK,100
WEREMIUK,100
WIELOCHOWSKI,100
WILEMSKI,100
WITTIG,100
WNĘKOWICZ,100
WODZISZ,100
WOJASIŃSKI,100
WOJTYCZEK,100
WOJTYLA,100
WRĘGA,100
WRONIKOWSKI,100
WUTKOWSKI,100
WYPIORCZYK,100
WYSKWAR,100
ZAMARO,100
ZAWIERACZ,100
ZIMEK,100
ZIN,100
ZMEŁTY,100
ZUZAK,100
ŻESŁAWSKI,100
ŻYŹNIEWSKI,100
ADAMENKO,99
ALEKSIEJCZYK,99
AMBROSZKIEWICZ,99
ANDRIIEVSKYI,99
BAŃBURSKI,99
BARABAŚ,99
BEBŁO,99
BERGEL,99
BIEGACZ,99
BIENIEWSKI,99
BLABUŚ,99
BLADZIAK,99
BLUMKOWSKI,99
BOGDALSKI,99
BOSSY,99
BREJWO,99
BRONA,99
BRÓG,99
BRYKOWSKI,99
BUDZIASZEK,99
BUZIAK,99
BYSTRZANOWSKI,99
CHAUDHARY,99
CHLEBIK,99
CHRAPOWICKI,99
CHUCHNOWSKI,99
CIŻMOWSKI,99
COFALIK,99
CUBAŁA,99
DAJERLING,99
DESECKI,99
DIDUSZKO,99
DORA,99
DRAL,99
DURTKA,99
DWOROK,99
DYCHAŁA,99
DZIĄBA,99
EICHSTAEDT,99
ELGERT,99
FORYSZEWSKI,99
FREUND,99
FROSIK,99
FUGLEWICZ,99
GAMRACY,99
GIBCZYŃSKI,99
GŁADECKI,99
GRATA,99
GRZĄŚKO,99
GWIT,99
GZIUT,99
HAUSER,99
HEJNIAK,99
HINCKE,99
HŁYWA,99
ISAKOV,99
JACNIACKI,99
JEZUITA,99
JÓZEFKO,99
KAŁDUNEK,99
KAMCZYK,99
KAMPE,99
KARNAŚ,99
KEMPARA,99
KIEBZAK,99
KIELJAN,99
KLAWON,99
KLECZKO,99
KLUGIEWICZ,99
KŁUS,99
KOCIELSKI,99
KOCZAJ,99
KOLENKIEWICZ,99
KOLERSKI,99
KOLK,99
KOŁODA,99
KONOWALIK,99
KORCYL,99
KORKUĆ,99
KOTWIŃSKI,99
KOTYRA,99
KROL,99
KUDZIN,99
KUNIEC,99
KURDYŚ,99
KURYJ,99
KUTRZEPA,99
LABRYGA,99
LIASHKO,99
LISTWOŃ,99
LOBANOV,99
LUFT,99
LUKA,99
ŁACIOK,99
ŁAPKOWSKI,99
ŁEPIK,99
MAKSALON,99
MALOVANYI,99
MASINA,99
MASOŃ,99
MAŚLUK,99
MĄDRALA,99
MĘCZKOWSKI,99
MIESZCZANIN,99
MIŻDAL,99
MRZYGŁOCKI,99
MYKHAILYSHYN,99
NACZAS,99
NACZKE,99
NIKLEWSKI,99
NOCNY,99
OLTER,99
OMIECZYŃSKI,99
OPAT,99
PACZEWSKI,99
PARTEKA,99
PASHKO,99
PASIERBIEWICZ,99
PEEK,99
PIECZEWSKI,99
PIEKUŚ,99
PIGIEL,99
PIKAŁA,99
PLESIEWICZ,99
PŁAŻEWSKI,99
PŁUGOWSKI,99
POKRZYWNIAK,99
POPRAWKA,99
POTAPOWICZ,99
PRZYWOJSKI,99
PUKALSKI,99
PYKOSZ,99
PYSSA,99
RABIJ,99
RANDAK,99
REJNOWICZ,99
RESHETNIAK,99
RODZIŃSKI,99
RUSAKIEWICZ,99
RUŚ,99
RUŻYCKI,99
RYBOTYCKI,99
RYDYGIER,99
RYJAK,99
RZADKOWOLSKI,99
RZECHUŁA,99
RZEŹNIKOWSKI,99
SAMELA,99
SAWCZYSZYN,99
SCELINA,99
SENDERECKI,99
SEWASTIANOWICZ,99
SKUPSKI,99
SMACZYŃSKI,99
SMUŻYŃSKI,99
SOBICH,99
SOCZAWA,99
SOK,99
SROŚLAK,99
STABACH,99
STAROŃSKI,99
STAWUJAK,99
STEMBALSKI,99
STEPCZYŃSKI,99
STOYANOV,99
STRĄCZEWSKI,99
STRECKER,99
SYPION,99
SZENDZIELARZ,99
SZESTOWICKI,99
SZNAJDROWSKI,99
SZOJA,99
SZORNAK,99
SZPRUCH,99
SZUKIEL,99
SZUMAL,99
SZUTTA,99
SZWECHŁOWICZ,99
SZYNDLAR,99
TALKO,99
TESLENKO,99
TROJAKOWSKI,99
TRYNKA,99
USNARSKI,99
USOWSKI,99
WARZAŁA,99
WELCZ,99
WIDANKA,99
WOŁOSIEWICZ,99
WORSZTYNOWICZ,99
WÓJTÓW,99
WRZOCHAL,99
WYBRANIAK,99
WYLEŻUCH,99
WYPIJ,99
WYROSTKIEWICZ,99
WYRWICZ,99
ZAJĄCZEK,99
ZATON,99
ZAVADSKYI,99
ZBIEGIEŃ,99
ZIEMIECKI,99
ZOBEL,99
ZYDLEWSKI,99
ŹDZIEBŁO,99
AKIMOV,98
ANTOL,98
ARAUCZ,98
ARTYM,98
BABIRACKI,98
BEKASIEWICZ,98
BIESIEKIERSKI,98
BILAK,98
BRAUŁA,98
BRODKA,98
BRONIARZ,98
BROWARNY,98
BUBIK,98
BUCZNY,98
BUKAŃSKI,98
BUŁATOWICZ,98
BUSZYŃSKI,98
BUZEK,98
CANDER,98
CEMBROWSKI,98
CETNAROWICZ,98
CHAMIER-GLISZCZYŃSKI,98
CHARUK,98
CHAT,98
CHERKOWSKI,98
CHĘCIEK,98
CHLEWIŃSKI,98
CHODOŁA,98
CHOMEJ,98
CHRACA,98
CHUDZIKOWSKI,98
CIELEBAN,98
CIKACZ,98
CIMASZEWSKI,98
CISIŃSKI,98
CISŁOWSKI,98
CZADERNA,98
CZARNIAWSKI,98
DELEGA,98
DMITROWSKI,98
DOMANUS,98
DOMNIK,98
DRAWSKI,98
DRESCHER,98
DUFRAT,98
DYGUŚ,98
DYKIERT,98
DYRBUŚ,98
DZIADUŚ,98
DZIANKOWSKI,98
DZIUBCZYŃSKI,98
FOJUCIK,98
GAŁOWICZ,98
GARCARZ,98
GARDIASZ,98
GARYGA,98
GAWEŁDA,98
GODUN,98
GOLKA,98
GOLLY,98
GORBACZ,98
GORZĄCH,98
GOŹDZIEJEWSKI,98
GRABCZYK,98
GRAJCAREK,98
GRANECKI,98
GRECZKOWSKI,98
GROBELNIAK,98
GRYNCEWICZ,98
GRYSIEWICZ,98
GUDZOWSKI,98
GUMINIAK,98
HABRYN,98
HALERZ,98
HAREMSKI,98
HOŁOWIECKI,98
HOMAN,98
HORODKO,98
HOSPOD,98
HOSTYŃSKI,98
HUMSKI,98
JADCZYSZYN,98
JANTOSZ,98
JENCZELEWSKI,98
JURKO,98
KARCHUT,98
KLAŚ,98
KLATECKI,98
KLĘBOWSKI,98
KLINKE,98
KLYMIUK,98
KNESZ,98
KOBLAŃSKI,98
KONSUR,98
KOPACZKA,98
KORLAGA,98
KOROBKA,98
KORZEŃSKI,98
KOSTROWSKI,98
KOSTUN,98
KOŚCIARZ,98
KOTSIUBA,98
KOWALIKOWSKI,98
KOZIANA,98
KRĄŻYŃSKI,98
KRECZMAN,98
KROCHMALSKI,98
KRÓLASIK,98
KRÓLSKI,98
KRUL,98
KRUPOWIES,98
KRZYSICA,98
KRZYŚKA,98
KSYCKI,98
KUCZAWSKI,98
KUCZKOWIAK,98
KUCZMASZEWSKI,98
KUCZMERA,98
KUFLEWSKI,98
KULĄGOWSKI,98
LABY,98
LASKOSZ,98
LAUKS,98
LEDUCHOWSKI,98
LEŚNOWOLSKI,98
LICHTAŃSKI,98
LIGOWSKI,98
LYS,98
MADEŁA,98
MAŁKO,98
MAMCZAK,98
MANOWIECKI,98
MANUKYAN,98
MARGIELA,98
MARIAN,98
MARTENS,98
MATUSZKO,98
MĄDZIK,98
MELNIKOV,98
MICHÓR,98
MIĘDZYBRODZKI,98
MILKO,98
MIZGAJSKI,98
MOCHEL,98
MOMONT,98
MOORE,98
MUHAMMAD,98
MUNTEAN,98
MURAWIECKI,98
NAHAJOWSKI,98
NELEC,98
NIEMCZYNOWICZ,98
NIEWIEROWSKI,98
NIKOŃCZUK,98
OCIŃSKI,98
OLECHOWICZ,98
OŁUBEK,98
OPYDO,98
OSIKOWICZ,98
OSMELAK,98
OSTROGÓRSKI,98
OŚRÓDKA,98
OWCZARZY,98
PANTAK,98
PARACKI,98
PAWLUSIAK,98
PICHALSKI,98
PIECHUT,98
PIEJEK,98
PIĘTEK,98
PILASZEK,98
PISZCZÓR,98
PLICHA,98
POŁEDNIK,98
POROSŁO,98
PORTALSKI,98
PRAGA,98
PROCIAK,98
PROJS,98
PRZEBIĘDA,98
PRZEŚLICA,98
PUDLIS,98
RADZIWIŁŁ,98
RAMSKI,98
RESTEL,98
ROBÓTKA,98
ROGOŹNICKI,98
ROZNERSKI,98
SAKIEWICZ,98
SALASA,98
SAPIELAK,98
SARGALSKI,98
SEWERYNEK,98
SHUMYLO,98
SIERSZUŁA,98
SKARUZ,98
SKIBISZEWSKI,98
SKIERCZYŃSKI,98
SLOBODIANYK,98
STECZ,98
STOSIEK,98
SUCHWAŁKO,98
SUPERNAT,98
SURMIŃSKI,98
SUSZYŁO,98
SWARCEWICZ,98
SYLWESTROWICZ,98
SZAKOŁA,98
SZARAWARA,98
SZATKIEWICZ,98
SZCZAKOWSKI,98
SZOPLIK,98
SZRAMKE,98
SZTANGRET,98
ŚCIĄŻKO,98
ŚNIETKA,98
TŁUŚCIAK,98
TRUS,98
TRZEPACZKA,98
TRZOSKA,98
TUTA,98
TUTRO,98
ULĄŻKA,98
ULITA,98
URAN,98
UTRATNY,98
UZUN,98
WALASIEWICZ,98
WARDAL,98
WARDASZKO,98
WAWRZECKI,98
WAWRZEŃCZAK,98
WICHERSKI,98
WIĘSAK,98
WISIOREK,98
WITYK,98
WNĘCZAK,98
WOJSZKO,98
WOŁEJSZO,98
WOŁKOW,98
WYPARŁO,98
ZADWÓRNY,98
ZAMACHOWSKI,98
ZAWADZAK,98
ZBOINA,98
ZIARNOWSKI,98
ZIENTALA,98
ZIĘBAKOWSKI,98
ZMORA,98
ŻOCZEK,98
ANDRUK,97
ARCAB,97
ARMANOWSKI,97
AUGUSTYNIK,97
AUGUŚCIŃSKI,97
BANDYSZEWSKI,97
BARBAREWICZ,97
BARNIK,97
BASZCZOK,97
BĄCALSKI,97
BEDYNEK,97
BEŁŻEK,97
BESKA,97
BÙI,97
BIAŁOKOZOWICZ,97
BIEDAL,97
BIESOK,97
BIZAN,97
BLOKESZ,97
BODNARUK,97
BOLIGŁOWA,97
BONCOL,97
BRÓD,97
BUCHYNSKYI,97
BULEK,97
BURBAN,97
BZIUKIEWICZ,97
CACHRO,97
CAŁCZYŃSKI,97
CAŁKO,97
CHANEK,97
CHRAŚCINA,97
CHWAŁOWSKI,97
CHWOŁKA,97
CICHALEWSKI,97
CIEMCIOCH,97
CIEMPIEL,97
CIENIAK,97
COFTA,97
CYBRUCH,97
CYBUCH,97
CYLKE,97
CYNOWSKI,97
CZERWINSKI,97
CZOCHÓR,97
CZUŁOWSKI,97
DEHMEL,97
DELIMAT,97
DOCHNIAK,97
DOMAŃ,97
DOMOZYCH,97
DROBCZYŃSKI,97
DRUŻGA,97
DRZAŻDŻYŃSKI,97
DRZEWICZ,97
DRZYŻDŻYK,97
DULBA,97
DUMAN,97
DZIONSKO,97
DZIUBKA,97
DZIWOŃ,97
ELJASZ,97
FALGER,97
FILEC,97
FOLTAK,97
FRELAK,97
GALUŚ,97
GATTNER,97
GĘBORSKI,97
GĘSIOR,97
GIBIEC,97
GIERMASIŃSKI,97
GOCKI,97
GOGÓL,97
GOLAT,97
GOŁEMBOWSKI,97
GORLACH,97
GOŚCIMSKI,97
GRUPIŃSKI,97
GRYCHOWSKI,97
GRYZA,97
GWARDZIK,97
GWORYS,97
HABERA,97
HABUDA,97
HAŁDAŚ,97
HARAZIŃSKI,97
HARHAJ,97
HERBICH,97
HERUD,97
HOŁODNIAK,97
HOROBA,97
HRYSHYN,97
HUDOMIĘT,97
IGNACEK,97
IGNAS,97
IWKO,97
JAKIMCZYK,97
JARZYNOWSKI,97
JENDRYSIAK,97
JÓŹWIUK,97
JUTRZENKA TRZEBIATOWSKI,97
KAIK,97
KAJCA,97
KALECIAK,97
KALEJTA,97
KIRSZENSTEIN,97
KMIT,97
KNUTEL,97
KOBIŃSKI,97
KOCIMA,97
KOLASSA,97
KOLLEK,97
KOMĘDERA,97
KONOWAŁ,97
KORASIAK,97
KOREN,97
KRUSZAKIN,97
KRZESIAK,97
KUBATY,97
KULBA,97
KULHAWIK,97
KULINICH,97
KUSZTYKIEWICZ,97
LECIAK,97
LEHMAN,97
LENIAR,97
LENTOWICZ,97
LIPICKI,97
LIPOWY,97
LOOSE,97
LUC,97
LUNIAK,97
ŁAGIEWKA,97
ŁAJCA,97
ŁAJDECKI,97
ŁASTOWIECKI,97
ŁAZEWSKI,97
ŁESZYK,97
ŁUKAŃKO,97
MACIUCH,97
MACIUSZKO,97
MADEJOWSKI,97
MADER,97
MALINGER,97
MANDERA,97
MAŹ,97
MEDYNSKYI,97
MEHRING,97
MIDUCH,97
MIKŁASZEWSKI,97
MORUSIEWICZ,97
MOSZKO,97
MOTYCKI,97
MRONCZ,97
MUNTIAN,97
NADACHEWICZ,97
NASARZEWSKI,97
NASUTA,97
NECHAI,97
NIEKŁAŃ,97
ODYJAS,97
OHORODNYK,97
OKAPIEC,97
OKOŁOTOWICZ,97
OKROY,97
OLIWIAK,97
OPANASIUK,97
OPARCIK,97
OPULSKI,97
ORCIUCH,97
OSEŁKA,97
OSWALD,97
PANCHYSHYN,97
PASTUSHENKO,97
PEJKA,97
PELON,97
PENC,97
PERŻYŁO,97
PĘDLOWSKI,97
PIEKIELNIK,97
PIĘKOSZ,97
PITLOK,97
PODGÓRZAK,97
POMIRSKI,97
PRUCZKOWSKI,97
PRZĄDA,97
PRZYBYTKOWSKI,97
PRZYROWSKI,97
PSIK,97
RADELCZUK,97
RAJECKI,97
REBELSKI,97
RI,97
ROLNICKI,97
ROSPARA,97
ROSSI,97
RUPACZ,97
RYLL,97
SANIGÓRSKI,97
SASUŁA,97
SAVYCH,97
SENIV,97
SICIAREK,97
SIEPIELSKI,97
SILKOWSKI,97
SIPKO,97
SKOLARCZYK,97
SŁAPCZYŃSKI,97
SŁOWY,97
SOJECKI,97
SPRADA,97
SPRENGER,97
SPYCH,97
STĘŻALSKI,97
STRUCZYŃSKI,97
SUWART,97
SWARYCZEWSKI,97
SZLOSARCZYK,97
SZPAŁEK,97
SZTAFIŃSKI,97
SZUMIGALSKI,97
SZUPLEWSKI,97
SZWAN,97
SZYMENDERSKI,97
SZYMOREK,97
SZYMOSZEK,97
ŚCIĘGAJ,97
ŚLEPKO,97
ŚLUZEK,97
TANASIEWICZ,97
TŁUSZCZ,97
TOMCZOK,97
TRĘDEWICZ,97
TROFYMENKO,97
TRUSKOLAWSKI,97
TUROSTOWSKI,97
TYKHONOV,97
VENHER,97
WERBOWY,97
WIDŁO,97
WIERTLEWSKI,97
WIERZBOWICZ,97
WIJA,97
WOJDECKI,97
WOŁOSZYNEK,97
WOŁTOSZ,97
WOSZCZYŁO,97
WUS,97
WYLĄG,97
WYPYSKI,97
ZADRUŻYŃSKI,97
ZAWLIK,97
ZONENBERG,97
ZUBILEWICZ,97
ZWIERCAN,97
ŻOŁĘDZIOWSKI,97
ŻYWCZYK,97
ABLEWSKI,96
ANTONÓW,96
ATRAS,96
BACHAN,96
BACHUSZ,96
BALTYN,96
BAŁAJEWICZ,96
BAŃBURA,96
BAŃKO,96
BAUR,96
BEBŁOT,96
BEJMERT,96
BELCZYŃSKI,96
BISZ,96
BŁATOŃ,96
BOCHNA,96
BOLCZAK,96
BORTNICZUK,96
BUCHANIEC,96
BUDNIEWSKI,96
BULCZYŃSKI,96
BUNALSKI,96
CAJLER,96
CAREWICZ,96
CHOSZCZYK,96
CHROMICZ,96
CIEŚLOK,96
CYLIŃSKI,96
CZACHÓR,96
CZECHOLIŃSKI,96
DADUN,96
DAŁKOWSKI,96
DANELCZYK,96
DĄBAŁA,96
DECEWICZ,96
DEMPC,96
DEPTAŁA,96
DĘBOWIAK,96
DOŁĘGIEWICZ,96
DOMŻAŁOWICZ,96
DOVZHENKO,96
DROŃSKI,96
DUBANIK,96
DUCZMAŃSKI,96
DUMANOWSKI,96
DYKSA,96
DZYR,96
FALEŃSKI,96
FEDYNIAK,96
FLORKO,96
FOLUSZ,96
FRIEDEK,96
GABRYELEWICZ,96
GIERMAŃSKI,96
GLAMOWSKI,96
GODECKI,96
GORAZDOWSKI,96
GÓRLIKOWSKI,96
GRABARCZUK,96
GRĘDYSA,96
GRIM,96
GROCIAK,96
GRUDNY,96
GRZĄDZIELSKI,96
GUDANIEC,96
HANSEL,96
HARBUT,96
HAUZA,96
HAWRYŁKO,96
HEJNOSZ,96
HERICH,96
HERMANIUK,96
HROMOV,96
HUDEK,96
HULKO,96
HUNIA,96
HUSSEIN,96
IBRAHIMOV,96
IVCHENKO,96
JADZIŃSKI,96
JAGUŚCIK,96
JĘCH,96
JĘDRUSZKO,96
JURGAŁA,96
KAJ,96
KALUZA,96
KAŁAMAJSKI,96
KARMIŃSKI,96
KHALIL,96
KHOMICH,96
KIELISZKOWSKI,96
KILIAŃCZYK,96
KLACZKOWSKI,96
KNEFEL,96
KOBYLEC,96
KOŁBUK,96
KOREŃ,96
KOSYCARZ,96
KOŚCIÓW,96
KOŻUSZKO,96
KRAWCÓW,96
KRUPNIEWSKI,96
KRYSZTOPA,96
KRZEPICKI,96
KUĆKA,96
KUKLICZ,96
KUKURENDA,96
KULINOWSKI,96
KURYŁA,96
KUTWIN,96
LAMOT,96
LAPS,96
LEWIKOWSKI,96
LICZNER,96
LISKOWSKI,96
LUBRYKA,96
ŁANECKI,96
ŁYŹNIAK,96
MAKIŁA,96
MALEWICKI,96
MARIANKOWSKI,96
MAZUROK,96
MERYK,96
MIERSKI,96
MIESZANIEC,96
MŁODNICKI,96
MODZELAN,96
MYKULIAK,96
NIECHWIEJ,96
NIEŚCIEROWICZ,96
NOWOTCZYŃSKI,96
OCHENDUSZKO,96
OPUCHLIK,96
OSKIERKO,96
OSSOWICKI,96
OSTAPKIEWICZ,96
OŚKIEWICZ,96
PAJDOSZ,96
PALIAN,96
PALICZKA,96
PAZIUK,96
PETYNIAK,96
PIERLAK,96
PIERZCHANOWSKI,96
PIETRANEK,96
PILSZEK,96
PINIECKI,96
PIPUTA,96
PIZUN,96
PONIEWIERA,96
PONIEWSKI,96
POŻARYCKI,96
PRZYMĘCKI,96
PUFAL,96
PUZYREWSKI,96
PYSARENKO,96
RAKSZAWSKI,96
RAPTA,96
RENC,96
ROKUSZEWSKI,96
ROZKOCHA,96
RURKOWSKI,96
RYCZYWOLSKI,96
