lastName,count
FONAŁ,30
FONFEREK,30
FRANOWSKI,30
FRASZKIEWICZ,30
FRĘCH,30
FRIK,30
FUGLER,30
FUŁA,30
FUNTOWICZ,30
GABRYK,30
GAJSKA,30
GALĘBA,30
GAŁGUS,30
GAŁUSZKO,30
GAMUŁKIEWICZ,30
GARAN,30
GARASIMOWICZ,30
GAWRYSZEK,30
GĄCIARSKI,30
GĄSINIAK,30
GENDIG,30
GENERT,30
GENSTY,30
GĘBACKI,30
GIERAŁA,30
GIERLA,30
GIERO,30
GILER,30
GLIED,30
GŁODNICKI,30
GŁYK,30
GOLDENBERG,30
GOŁA,30
GOŁCZYK,30
GOŁCZYŃSKI,30
GOŁDYNIA,30
GOŁDYŚ,30
GOMOLLA,30
GONCZAREK,30
GONIOWSKI,30
GORZAŁEK,30
GORZUCH,30
GORZYCZKA,30
GOTOWIECKI,30
GOTTSCHALK,30
GOŹDZIERSKI,30
GÓRATOWSKI,30
GÓZD,30
GRABE,30
GRABSZTUNOWICZ,30
GRADEL,30
GRAUŻUL,30
GREB,30
GRECHOWICZ,30
GRECKO,30
GREGAJTYS,30
GREJBER,30
GROD,30
GROMA,30
GROMYKO,30
GRON,30
GRONDECKI,30
GRÖN,30
GRUSZEL,30
GRUSZNIS,30
GRYGORIEV,30
GRYKSA,30
GRYZEK,30
GRZEBAŁA,30
GRZEBIENIARZ,30
GRZECZNY,30
GRZĘDZIAK,30
GUBAN,30
GULC,30
GURCZAK,30
GURNIK,30
GZIL,30
HABORAK,30
HADDAD,30
HAIDUCHYK,30
HAJDON,30
HALACZEK,30
HAŁACIŃSKI,30
HAŁADYNA,30
HANCZAK,30
HANDOR,30
HANSSON,30
HARAN,30
HARAPIN,30
HARMAS,30
HAURYLENKA,30
HEIDUK,30
HERCER,30
HERMANSA,30
HERT,30
HERZIG,30
HETMANCHUK,30
HIPPE,30
HIRSCHFELD,30
HLYNSKYI,30
HŁADIO,30
HNITECKI,30
HODCZAK,30
HOJDECZKO,30
HOLINKA,30
HOLONKO,30
HOLUBEK,30
HOŁYSZEWSKI,30
HRYHORIV,30
HRYHOROVYCH,30
HRYNEK,30
HRYNKEVICH,30
HUCHENKO,30
HUDKOV,30
HUMENYUK,30
HUREJ,30
HYBŚ,30
HYRIA,30
ISAK,30
IZIENICKI,30
JACOBSEN,30
JACUK,30
JAGÓDZKI,30
JAGSZ,30
JAKOB,30
JAKUSZYK,30
JAŁYŃSKI,30
JANDUDA,30
JANECKA,30
JANOCIŃSKI,30
JANOR,30
JANUĆ,30
JANUSCH,30
JAREMOWICZ,30
JARMAL,30
JAROMSKI,30
JARUCHOWSKI,30
JARUSZEWICZ,30
JARUSZOWIEC,30
JARYSZEK,30
JASIACZEK,30
JAŚKIEL,30
JAWTOSZUK,30
JENDZUL,30
JENERALSKI,30
JENNEK,30
JERENKIEWICZ,30
JEZIK,30
JEZNACKI,30
JĘDROSZ,30
JOCHAN,30
JODEŁŁO,30
JOHANIUK,30
JONCZYŃSKI,30
JORGEL,30
JUCHCIŃSKI,30
JUCHNIKOWSKI,30
JURKITEWICZ,30
JUTRZONKA,30
JUZEPCZUK,30
KACHURA,30
KACZMARKOWSKI,30
KADIR,30
KAJAT,30
KAKHNOVICH,30
KALAŃSKI,30
KALENYK,30
KALISHCHUK,30
KALNYTSKYI,30
KAMECZURA,30
KAMIEŃCZUK,30
KAMYS,30
KAMZELA,30
KANARSZCZUK,30
KANIUCZAK,30
KAPERCZAK,30
KAPITULA,30
KAPUSTIAN,30
KARAEV,30
KARANKOWSKI,30
KARAWACKI,30
KARCIŃSKI,30
KARKOSIŃSKI,30
KARNKOWSKI,30
KARÓLAK,30
KARPIEWSKI,30
KASIA,30
KASZTERANDA,30
KAŚLIKOWSKI,30
KATS,30
KAUP,30
KAZIN,30
KAZMUCHA,30
KAZULAK,30
KAŻARNOWICZ,30
KĄKEL,30
KENIK,30
KERSTEN,30
KESSEL,30
KĘDZIERZYŃSKI,30
KHARAISHVILI,30
KHOMUTOVSKYI,30
KIEDEWICZ,30
KIEDYSZ,30
KIEŁCZ,30
KIEŁCZAK,30
KIREJ,30
KIRKIS,30
KIRYS,30
KISELEV,30
KISH,30
KISMAN,30
KIWER,30
KIWKA,30
KLAFKA,30
KLEPCZUK,30
KLIMAN,30
KLIMUNTOWSKI,30
KLOCHKOV,30
KLOSAK,30
KŁOKOSIŃSKI,30
KNAPPIK,30
KNETKI,30
KNIETOWSKI,30
KNYCPEL,30
KNYPIŃSKI,30
KOBELAK,30
KOBYLYNSKYI,30
KOCHMAR,30
KOCHNIO,30
KOCUN,30
KOCZUT,30
KOKOTKIEWICZ,30
KOLATOROWICZ,30
KOLBERT,30
KOLODIY,30
KOŁODZIEJUK,30
KOŁTONIK,30
KOMENDERSKI,30
KOMODER,30
KOMPANETS,30
KONAK,30
KONECZNIAK,30
KONOWOŁ,30
KOŃCIAK,30
KOPIEJKA,30
KOPIEŃSKI,30
KOPRZAK,30
KORDIUKIEWICZ,30
KORDYSZEWSKI,30
KORDYZON,30
KORNELAK,30
KOROLKOV,30
KOROP,30
KORYSZKO,30
KORZHENKO,30
KOSIŁKO,30
KOSNA,30
KOSSA,30
KOSZLAK,30
KOŚCIOW,30
KOŚCIUCHA,30
KOTARZEWSKI,30
KOTH,30
KOTLIARENKO,30
KOVALEV,30
KOWARZ,30
KOZAKA,30
KOZHEMIAKIN,30
KOZIARCZYK,30
KOZYK,30
KOŻUSZKIEWICZ,30
KRABES,30
KRAJZEWICZ,30
KRANICH,30
KRASKIEWICZ,30
KRASNOPOLSKYI,30
KRASNOSHCHOK,30
KRAWCZEWICZ,30
KRECHKO,30
KRECZKOWSKI,30
KREJCZMAN,30
KREMIN,30
KRENZEL,30
KRESTIAN,30
KRĘBLEWSKI,30
KRÓLEWIECKI,30
KRUHLII,30
KRUTS,30
KRUZICKI,30
KRYSTIANC,30
KRYSTJAN,30
KRYSZTOPOLSKI,30
KRYŚKÓW,30
KUBOWSKI,30
KUCMIN,30
KUDŁACIAK,30
KUDOŃ,30
KUGLA,30
KUJAJEWSKI,30
KUKAVA,30
KUKULIŃSKI,30
KULAJ,30
KULIKOUSKI,30
KULIKOWICZ,30
KULPAKA,30
KUMOSIAK,30
KUNETS,30
KUPSZ,30
KURDYKOWSKI,30
KURKIN,30
KUROVSKYI,30
KUSTOŃ,30
KUSTWAN,30
KUTATELADZE,30
KUZEBSKI,30
KUZINA,30
KVASOV,30
KWIEĆ,30
LABOCH,30
LABUCH,30
LACHMIROWICZ,30
LAJBLICH,30
LAJDANOWICZ,30
LAJSKI,30
LANDYSZKOWSKI,30
LANDZIŃSKI,30
LAROWSKI,30
LATRA,30
LAUTENBACH,30
LAUZER,30
LEBEDIUK,30
LEGRAND,30
LEISNER,30
LEKIER,30
LELETKO,30
LENDOR,30
LEPEK,30
LEPSY,30
LERACZYK,30
LEW-KIEDROWSKI,30
LEŻUCHA,30
LIALIUK,30
LICHORAD,30
LICHTEROWICZ,30
LIECAU,30
LIGIER,30
LIMA,30
LINCER,30
LINDEL,30
LIUBARSKYI,30
LOMSADZE,30
LONCA,30
LONDO,30
LONSKYI,30
LORTZ,30
LOSOŃ,30
LOTCZYK,30
LUBIENIEC,30
LUBIKOWSKI,30
LUCHYN,30
LUCKA,30
LUDWICZYŃSKI,30
LUKIIANCHUK,30
LUNIN,30
LUSZCZYMAK,30
ŁACHMANOWICZ,30
ŁAGODZIC,30
ŁAJDANOWICZ,30
ŁAPUCKI,30
ŁAWA,30
ŁAZURKIEWICZ,30
ŁĄCZKIEWICZ,30
ŁEJMEL,30
ŁENTEK,30
ŁEŚKO,30
ŁOSKO,30
ŁOSYK,30
ŁOWCZECKI,30
ŁOWEJKO,30
ŁUKIAŃSKI,30
ŁYŻNIK,30
MACALIK,30
MACHUDERA,30
MACIESIAK,30
MACINKIEWICZ,30
MACZAŁA,30
MACZEWSKI,30
MACZKIEWICZ,30
MADEJSZA,30
MADYJEWSKI,30
MAGOSA,30
MAGREL,30
MAGRUK,30
MAJERYK,30
MAJĘTNY,30
MALENKA,30
MAŁOCHWIEJ,30
MAŁUSECKI,30
MANDRAK,30
MANTAS,30
MANUILOV,30
MARAKHOVSKYI,30
MARCHYK,30
MARCISZEK,30
MARLIŃSKI,30
MARSHALL,30
MARTEN,30
MARTSINKEVICH,30
MARTYNUSKA,30
MARYJKA,30
MASERAK,30
MASKO,30
MASORZ,30
MASTYŁA,30
MATSYK,30
MATUJZO,30
MATUSEVYCH,30
MAURYCY,30
MAZARAKI,30
MEDEŃSKI,30
MEDVEDCHUK,30
MELE,30
MENDZLA,30
MERTUSZKA,30
MERZ,30
MĘKWIŃSKI,30
MIARECZKA,30
MICHALA,30
MICHLOWICZ,30
MIECHUR,30
MIECIŃSKI,30
MIESZCZYK,30
MIHAI,30
MIKOLASZEK,30
MIKOŁAJ,30
MIKUT,30
MILOŠEVIĆ,30
MILUĆ,30
MINARTOWICZ,30
MIRANDA,30
MISKE,30
MISLISZ,30
MIŚCICKI,30
MITELSZTET,30
MLEK,30
MOCHERNIUK,30
MOCZYRÓG,30
MOJS,30
MOLTER,30
MORZYSZEK,30
MOSCH,30
MOSTAFA,30
MOTYKOWSKI,30
MOZGALIK,30
MTCHEDLIDZE,30
MURLIKIEWICZ,30
MUROWSKI,30
MUSCHIOL,30
MUSHAK,30
MUŚKIEWICZ,30
MYKHNO,30
MYZIAK,30
NABRZYSKI,30
NACHEL,30
NAIDENKO,30
NARCZYŃSKI,30
NARWID,30
NARZYMSKI,30
NAUMAN,30
NAUMCHYK,30
NAZAREWSKI,30
NEAGU,30
NEDZELSKYI,30
NEUWALD,30
NIEGŁOS,30
NIEGOS,30
NIEKOCHAŃSKI,30
NIEMCZYN,30
NIERODKA,30
NIERODKIEWICZ,30
NIESMACZNY,30
NIKODY,30
NIZICKI,30
NODZYKOWSKI,30
NOWASIELSKI,30
NOWINKA,30
NOWIS,30
NOWYSZ,30
NYŚK,30
OBERNIKOWICZ,30
OBREMBSKI,30
OBRZYDOWSKI,30
OBSZARSKI,30
OFFMAN,30
OGLĘDZKI,30
OGRZEBACZ,30
OHDE,30
OKTABIŃSKI,30
OLEJNIUK,30
OLEKSYSHYN,30
OLSIEWICZ,30
OLSZCZYŃSKI,30
OŁTUSZEWSKI,30
ONDERSKI,30
OPAK,30
ORCHOWICZ,30
ORDUTOWSKI,30
ORECKI,30
ORLITA,30
ORNAROWICZ,30
ORPYCH,30
ORYBKIEWICZ,30
ORZĄDAŁA,30
OSADCA,30
OSEMEK,30
OSETSKYI,30
OSKARBSKI,30
O'SULLIVAN,30
OWCZUK,30
PACHARZYŃSKI,30
PALKIEWICZ,30
PALUTA,30
PAŁAMARCZUK,30
PAŁUBNIAK,30
PANASYUK,30
PANIENKOWSKI,30
PAŃCZYSZAK,30
PAPLAUSKI,30
PAPOK,30
PAPSZUN,30
PAPUDA,30
PARACIEJ,30
PARCHONIUK,30
PARII,30
PARSONS,30
PASIERACKI,30
PASINIEWICZ,30
PAWIK,30
PAZIA,30
PEICHERT,30
PELZ,30
PENTKOWSKI,30
PERCHALUK,30
PERDAS,30
PEREKHODKO,30
PEROV,30
PERSIŃSKI,30
PERZOWICZ,30
PETRUSHKA,30
PETTERSSON,30
PĘCHALSKI,30
PIASKOWIAK,30
PICHOWICZ,30
PIDDUBNIAK,30
PIECHNIAK,30
PIECKI,30
PIECUSKI,30
PIENIECKI,30
PIERSZAŁA,30
PIERZCHAWKA,30
PIETRONIK,30
PIETRUSKA,30
PIETRUSZCZYK,30
PIKŁOWSKI,30
PILCHOWSKI,30
PINCZUK,30
PINECKI,30
PIORUNOWICZ,30
PIOTRZKIEWICZ,30
PIPSKI,30
PIRASZEWSKI,30
PISZCZOŁA,30
PITSCHMAN,30
PITULA,30
PIZUR,30
PLAKSIN,30
PLASKOWSKI,30
PLICHT,30
PLISH,30
PŁACZKO,30
PŁAWCZYK,30
PŁOTNIKOWSKI,30
POBIARŻYN,30
POBOL,30
POCZEK,30
PODCZASIAK,30
PODHALAŃSKI,30
PODHALSKI,30
PODSKALNY,30
POLENS,30
POLITYCKI,30
POLOZ,30
POŁACZEWSKI,30
POŁĘTEK,30
POMINKIEWICZ,30
PONIMASZ,30
PORAT,30
PORZYCH,30
POSZ,30
POTRZEBKA,30
POTUSZYŃSKI,30
POVAR,30
POVROZNYK,30
POZIOMSKI,30
PÓŁRÓL,30
PRALICZ,30
PRĘDECKI,30
PROKIPCHUK,30
PRONKIEWICZ,30
PROSÓŁ,30
PRYBIŃSKI,30
PRYKASZCZYK,30
PRYKHODCHENKO,30
PRZENICZKA,30
PRZEWOREK,30
PRZYPAŚNIAK,30
PUCHAŁKO,30
PUCHNIARSKI,30
PUKALO,30
PURCHALAK,30
PUSCZ,30
PUWAŁOWSKI,30
PYSARCHUK,30
PYSHNYI,30
PYTIAK,30
RABADA,30
RABSCH,30
RACHOWIECKI,30
RACHUT,30
RADAJEWICZ,30
RADLER,30
RADUCH,30
RADZISZEWICZ,30
RAL,30
RALL,30
RAMBAU,30
RAMLAU,30
RAMOTA,30
RAMZ,30
RAO,30
RASZEK,30
RASZUK,30
RAZUM,30
RĄCKI,30
RECHA,30
RECHETA,30
REDŁOWSKI,30
REGDOS,30
REGEC,30
RERYCH,30
RESHETYLO,30
RESNER,30
RETYK,30
REZIK,30
RIMKE,30
ROBACZKIEWICZ,30
ROBECKI,30
ROBERTSON,30
ROBIONEK,30
ROȘCA,30
ROCHMAN,30
ROCK,30
ROEDER,30
ROGER,30
ROGGENBUCK,30
ROMPKOWSKI,30
RONDOMAŃSKI,30
ROSOCKI,30
ROTTAU,30
ROZALEWICZ,30
ROZGOŃSKI,30
ROZMIERSKI,30
ROZPĘDA,30
ROZTROPIŃSKI,30
ROŻUK,30
RUJNA,30
RULKO,30
RUSZCZUK,30
RUTKOVSKYI,30
RUŻYŁA,30
RYBOT,30
RYCKI,30
RYGLICKI,30
RYKOV,30
SABASIŃSKI,30
SACHKO,30
SACK,30
SALTARIUS,30
SAŁAJA,30
SAMCHENKO,30
SAMOILIUK,30
SAPIGÓRSKI,30
SARACZYN,30
SARBOK,30
SATKO,30
SATTLER,30
SAVKO,30
SAVULIAK,30
SAWANIEWSKI,30
SĄDER,30
SCHLAPPA,30
SCHUPKE,30
SEFERYNIAK,30
SEJWA,30
SEKRETARSKI,30
SELECH,30
SETMAN,30
SHABLII,30
SHALA,30
SHAPOVALENKO,30
SHARHORODSKYI,30
SHPAKOVSKYI,30
SHYMANSKI,30
SHYNKARCHUK,30
SHYPKA,30
SIADACZKO,30
SIERIKOV,30
SIERMANTOWSKI,30
SIŁACZ,30
SIMIŁOWSKI,30
SINHA,30
SKACHKO,30
SKAMAJ,30
SKAWINIAK,30
SKĘDA,30
SKIBKO,30
SKOBIEJ,30
SKOTNI,30
SKRABAKA,30
SKRABARCZYK,30
SKUBALA,30
SKUPIO,30
SŁAWOMIRSKI,30
SŁONIMSKI,30
SŁOŃCZEWSKI,30
SMARZAK,30
SMENT,30
SMERDA,30
SMERKOWSKI,30
SMIESZEK,30
SMYKSY,30
SOCH,30
SOLONYNKA,30
SOLOP,30
SOMIN,30
SOMMERTAG,30
SOPORA,30
SOROTOWICZ,30
SPADLIŃSKI,30
SPODEK,30
STACHOWIEC,30
STACHURZEWSKI,30
STADEJEK,30
STAJNER,30
STANCZYKIEWICZ,30
STARAŃSKI,30
STAROMIEJSKI,30
STASENKO,30
STASHUK,30
STASIORCZYK,30
STECZYSZYN,30
STEFANOW,30
STEHURA,30
STEKIEL,30
STELMAŃSKI,30
STELMARSKI,30
STEMSKI,30
STEPPUHN,30
STĘGA,30
STĘGIERSKI,30
STĘPNIAKOWSKI,30
STĘPOSZ,30
STILGER,30
STRANCICH,30
STRELCOW,30
STRYJKOWSKI,30
STRYSZAK,30
STRZEBINCZYK,30
STUDNIC,30
STUPEK,30
STYLEC,30
SUCHALSKI,30
SUFFNER,30
SUKNIAK,30
SUŁYK,30
SUSAŁA,30
SWADOWSKI,30
SWITEK,30
SWOŁEK,30
SWORZENIOWSKI,30
SYDORYK,30
SYMIEC,30
SZABLUK,30
SZAEFER,30
SZAFAREWICZ,30
SZAFARKIEWICZ,30
SZAJNY,30
SZAMBOROWSKI,30
SZANIECKI,30
SZAREWICZ,30
SZARLIK,30
SZAROSZYK,30
SZATAŁA,30
SZCZEKALA,30
SZCZUC,30
SZCZUPIDER,30
SZCZYGIECKI,30
SZEF,30
SZEKLICKI,30
SZELEZIN,30
SZELIGIEWICZ,30
SZENWALD,30
SZERLOWSKI,30
SZEWCZULAK,30
SZEWCZUN,30
SZIK,30
SZINCEL,30
SZKAWRAN,30
SZLANDA,30
SZLOTAWA,30
SZMICH,30
SZMYGA,30
SZNEKA,30
SZOLKE,30
SZOSTKO,30
SZPADEL,30
SZPANKO,30
SZPERALSKI,30
SZPIEK,30
SZPILCZYŃSKI,30
SZPLET,30
SZRUBARZ,30
SZTARBAŁA,30
SZTEJNAGEL,30
SZTENC,30
SZTER,30
SZUBCZYŃSKI,30
SZUBERTOWICZ,30
SZUMKO,30
SZUSZCZYŃSKI,30
SZYJEWSKI,30
SZYMANUSZKA,30
SZYMFELD,30
SZYROCKI,30
SZYSZCZYŃSKI,30
ŚCIBIROWSKI,30
ŚCIEGIENKA,30
ŚCIŃSKI,30
ŚCIRKO,30
ŚLASA,30
ŚLEDZ,30
ŚLIWSKI,30
ŚLUFIK,30
ŚLUGAJSKI,30
ŚNIECHOTA,30
ŚRUBKA,30
ŚRUT,30
ŚWICHURA,30
ŚWIĘCZYK,30
TABERO,30
TADYSZ,30
TAJSTRA,30
TAŃCZUK,30
TARENT,30
TĄKIEL,30
TELSZEWSKI,30
TEPLICKI,30
THIMM,30
THOMSON,30
TIAHNYBOK,30
TŁUMAK,30
TOBIJASZ,30
TOBOLCZYK,30
TOBOŁKIEWICZ,30
TOLKA,30
TOŁCZ,30
TOŁSTYKO,30
TOŁUBIŃSKI,30
TOMECZKOWSKI,30
TORCZ,30
TRAFAŁA,30
TRANDO,30
TRATSIAK,30
TRISHCHUK,30
TROFIMCZUK,30
TROLL,30
TROSZAK,30
TRUFANOV,30
TRYLER,30
TRZASKAŁA,30
TSIUPA,30
TSYHANIUK,30
TUJDOWSKI,30
TULSKI,30
TUMICKI,30
TUMIDALSKI,30
TURBACZ,30
TURBIŃSKI,30
TURGUŁA,30
TURYŃSKI,30
TUSZY,30
TUTAS,30
TURK,30
TYDRYSZEWSKI,30
TYMCZYJ,30
TYMOFIIV,30
TYTŁAK,30
TYTZ,30
TYVONIUK,30
URANT,30
ȚURCAN,30
URSUL,30
USMAN,30
USZCZYK,30
UTYLSKI,30
VASIANOVYCH,30
VASILIUK,30
VEKLYCH,30
VENHRYN,30
VINNICHENKO,30
VOLOKHOV,30
WACHAŁOWICZ,30
WAKIEĆ,30
WALCZAKOWSKI,30
WALENDZIŃSKI,30
WALEŃCZAK,30
WALLER,30
WALUSZA,30
WAŃCZUK,30
WAŃTUCHOWICZ,30
WARGULAK,30
WARIANKA,30
WARSZOWSKI,30
WASIECKI,30
WATANABE,30
WATOROWSKI,30
WAWROSKI,30
WECHCZYŃSKI,30
WEIẞ,30
WEINBERGER,30
WEINGART,30
WEKLICZ,30
WERLA,30
WESTERSKI,30
WIĄK,30
WIENER,30
WIERBICKI,30
WIERSZYCKI,30
WIERUCHOWSKI,30
WIERZCH,30
WILGOWICZ,30
WINCENCJUSZ,30
WINCENTOWICZ,30
WINCZO,30
WINTROWICZ,30
WIONCZEK,30
WITOSZA,30
WITOSZKA,30
WIWAŁA,30
WLOCH,30
WŁADYMIRUK,30
WŁOSOWSKI,30
WOJAŃCZYK,30
WOJCIESZENKO,30
WOJTALEWSKI,30
WOJTYNIA,30
WOJTYSEK,30
WOKACZ,30
WOODS,30
WORSA,30
WOSZCZYCKI,30
WOTUS,30
WOŹNICKA,30
WÓZEK,30
WRĘŻEL,30
WRZÓD,30
WYCH,30
WYROBIEC,30
WYROWIŃSKI,30
WYRZUCKI,30
WZIĘTAL,30
YAKUBIV,30
YALOVENKO,30
YANKOVYCH,30
YAREMYN,30
YARUTA,30
YUZKIV,30
YUZVAK,30
YUCEL,30
ZACHŁOD,30
ZADYBERNY,30
ZAGLANICZNY,30
ZAGOR,30
ZAGRODNICKI,30
ZAJGLIC,30
ZALEJASZ,30
ZALIPSKI,30
ZALWOWSKI,30
ZAPYTOWSKI,30
ZAROBKIEWICZ,30
ZARWAŃSKI,30
ZASTĘPOWSKI,30
ZBAWIONY,30
ZBELA,30
ZBOROŃ,30
ZDANIS,30
ZEJA,30
ZEJFERT,30
ZEJLER,30
ZEMBACZYŃSKI,30
ZEMBOWICZ,30
ZHUCHENKO,30
ZIEMBIEWICZ,30
ZIEMIEC,30
ZIENTERSKI,30
ZIEŃKOWICZ,30
ZIMLIŃSKI,30
ZIMNIEWSKI,30
ZIŃ,30
ZIOBRONIEWICZ,30
ZNALEŹNIAK,30
ZOLOTARENKO,30
ZOŁOTEŃKO,30
ZOWIŚLOK,30
ZUBERT,30
ZUBRZAK,30
ZUI,30
ZWOLAKIEWICZ,30
ZYGLEWSKI,30
ZYŃ,30
ŻABIEŁOWICZ,30
ŻOŁECKI,30
ŻÓŁW,30
ŻUCHIŃSKI,30
ŻYMOŁKA,30
ŽIVKOVIĆ,30
ABAKO,29
ABAKUMOV,29
ABDALLAH,29
ABDUL,29
ABRASZEK,29
ADAMOSZEK,29
ADRYJAŃCZYK,29
AJZERT,29
AKIMOWICZ,29
AKKAYA,29
AKULENKO,29
ALTERMAN,29
ALTEWĘGIER,29
ALTUKHOV,29
AMBRZYKOWSKI,29
ANDREJKÓW,29
ANGELUS,29
ARCHITA,29
ARMBORST,29
ARMIŃSKI,29
ARMISTA,29
ASLANYAN,29
ASNER,29
ATANASOW,29
ATKIELSKI,29
ATTIA,29
AUGUSIAK,29
AUGUSTAJTYS,29
AWŁAS,29
BABEŁ,29
BABINETS,29
BADKE,29
BADZMIEROWSKI,29
BAJGUZ,29
BAKIR,29
BALICZEK,29
BALUKH,29
BAŁBATUN,29
BAŁĘKOWSKI,29
BANDUROW,29
BANOK,29
BARBACHEN,29
BARDIAN,29
BARDORZ,29
BARDYN,29
BARKER,29
BARWINA,29
BARYSHEV,29
BASHCHUK,29
BASZCZ,29
BAŚCIUK,29
BATUGOWSKI,29
BAWŁOWICZ,29
BAZYLKO,29
BEBKIEWICZ,29
BEDŁUSZAK,29
BEEG,29
BEJENARI,29
BEŁCZEWSKI,29
BENICKI,29
BENYSKIEWICZ,29
BERĆ,29
BERKE,29
BERNE,29
BERTRANDT,29
BEUGE,29
BEZNOSIUK,29
BHARDWAJ,29
BIAŁATA,29
BIAŁOŁĘCKI,29
BIEDRUNA,29
BIEDUL,29
BIELCZYK,29
BIELINSKYI,29
BIERAK,29
BIESIADOWSKI,29
BIGOŚ,29
BILOZOR,29
BIŁBAK,29
BISAK,29
BLACHUT,29
BLATOŃ,29
BLECHOWSKI,29
BLEK,29
BODAKOWSKI,29
BOHAREWICZ,29
BOHDANKIEWICZ,29
BOLIKOWSKI,29
BONCLER,29
BONKOSZ,29
BORDZAŃ,29
BORGIASZ,29
BOROCHOWSKI,29
BORODENKO,29
BORODKIN,29
BORODULIN,29
BORYNIEC,29
BOTCHORISHVILI,29
BOTHUR,29
BOTOROWICZ,29
BOŻUTA,29
BRACHANIEC,29
BRACIAK,29
BRASEL,29
BRATUŃ,29
BRAWIAK,29
BREJNER,29
BRESKI,29
BROMBERGER,29
BROMIŃSKI,29
BRONISŁAWSKI,29
BROŻONOWICZ,29
BRUDNIAS,29
BRYC,29
BUCHAL,29
BUCZYNIAK,29
BUDAKOWSKI,29
BUDER,29
BUDERA,29
BUKRYJ,29
BUKSIK,29
BUNKIEWICZ,29
BURCEK,29
BURCZYC,29
BURDENIUK,29
BURKNAP,29
BURMISTROV,29
BURTA,29
BURYAN,29
BURYSZ,29
BYSTER,29
CACHEL,29
CARAMAN,29
CASTILLO,29
CEBENIAK,29
CEBERA,29
CECKI,29
CENDECKI,29
CENTEK,29
CEREMAŃSKI,29
CHABAS,29
CHABRACKI,29
CHACZKO,29
CHAJECKI,29
CHAŁUSTOWSKI,29
CHAMIENIA,29
CHARLIKOWSKI,29
CHATAŁA,29
CHAWŁOWSKI,29
CHEBANOV,29
CHEPAK,29
CHERJAN,29
CHILARZEWSKI,29
CHMARYCZ,29
CHOCHA,29
CHOCIMSKI,29
CHODLEWSKI,29
CHOPTOWY,29
CHRACEWICZ,29
CHRISTOW,29
CHUDEBSKI,29
CHUDON,29
CHWIEJA,29
CHYRKO,29
CHYŻ,29
CIĄGAŁA,29
CIBURA,29
CICHOLEWSKI,29
CICHOROWSKI,29
CIEPŁAK,29
CIMIŃSKI,29
CINIECKI,29
CIOTUSZYŃSKI,29
CIUCHNICKI,29
CIUPALSKI,29
CIUŚ,29
COLEMAN,29
COMBIK,29
COPIAK,29
CUBAL,29
CUMBROWSKI,29
CWENER,29
CWIENK,29
CYBOWICZ,29
CYTARSKI,29
CZARACHOWICZ,29
CZARLIŃSKI,29
CZECHLEWSKI,29
CZECZUGA,29
CZEMPA,29
CZEPNIK,29
CZEREPOK,29
CZUBACZYŃSKI,29
CZUBOWSKI,29
CZUCHOŃSKI,29
CZUCHRO,29
CZUCHRY,29
CZUP,29
ÇETİN,29
DADAEV,29
DADEŁŁO,29
DAMECKI,29
DANDER,29
DANKIV,29
DARMOROS,29
DAVIDOV,29
DEKREWICZ,29
DELANOWSKI,29
DELĄŻEK,29
DEMCZYNA,29
DEMIANKO,29
DEMITER,29
DEMYDA,29
DENDA,29
DEPTUSZEWSKI,29
DERAK,29
DEREGA,29
DEREVIANCHUK,29
DERLAT,29
DERLĘGA,29
DERLICH,29
DIHTIAR,29
DIKHTIARENKO,29
DIMKE,29
DMYTRAK,29
DMYTRASZ,29
DOǦAN,29
DOBIJAŃSKI,29
DOBRZYNIEWICZ,29
DOBUSH,29
DOBUSZEWSKI,29
DOLĘBA,29
DOŁOWACKI,29
DOMALĄŻEK,29
DONIMIRSKI,29
DONIZAK,29
DOPYTALSKI,29
DOROTKIEWICZ,29
DOROZIK,29
DORZAK,29
DOSZLA,29
DOSZNA,29
DOUNAR,29
DOWLASZ,29
DOWOLSKI,29
DRAGANOWSKI,29
DRAMOWICZ,29
DRAPAK,29
DREJWS,29
DRĘGA,29
DRYSZ,29
DRZENSLA,29
DUBOWICZ,29
DULANOWSKI,29
DUMALEWSKI,29
DUNN,29
DURALAK,29
DURDASIAK,29
DYGOWSKI,29
DYRIV,29
DYRSKA,29
DZIECHCIARSKI,29
DZIERZON,29
DZIEWIAŁTOWICZ,29
DZUNDZA,29
DŻYGAŁA,29
EBNER,29
EDWARCZYK,29
ELERYK,29
ELIASZUK,29
FAJDASZ,29
FAKA,29
FANDRICH,29
FARANIEC,29
FAREJ,29
FEDECHKO,29
FEIL,29
FELCZYK,29
FELSKE,29
FEMLAK,29
FERNÓWKA,29
FERRO,29
FERTIKOWSKI,29
FETKE,29
FIAŁA,29
FICER,29
FIDEREWICZ,29
FIDERKIEWICZ,29
FIEDUKOWICZ,29
FIGUS,29
FILASZKIEWICZ,29
FILCZAK,29
FIRER,29
FIRKO,29
FLEKS,29
FLETCHER,29
FLORYSZAK,29
FLORYSZCZAK,29
FOCZPANIAK,29
FOITZIK,29
FOSTER,29
FÓRMAN,29
FRAZIK,29
FRYCOWSKI,29
FURST,29
GABRYCKI,29
GABRYNIEWSKI,29
GAERTIG,29
GALECKA,29
GAŁYGA,29
GARZYŃSKI,29
GAWĘSKI,29
GAWLAK-SOCKA,29
GAWORZEWSKI,29
GĄSIENICA-WAWRYTKO,29
GEHFELD,29
